time,load,Pd,Qd
2504,1090.0,LOAD15,126.0,-25.2692
2505,1090.0,LOAD4,785.0,219.6231
2506,1090.0,LOAD11,303.0,34.9554
2507,1100.0,LOAD6,386.0,57.725
2508,1100.0,LOAD12,1309.0,-94.6551
2509,1100.0,LOAD1,5273.0,189.8883
2510,1100.0,LOAD11,2265.0,-1.4936
2511,1100.0,LOAD9,1093.0,215.4463
2512,1100.0,LOAD19,1292.0,184.0094
2513,1100.0,LOAD16,2697.0,183.2895
2514,1100.0,LOAD22,1097.0,96.8758
2515,1100.0,LOAD21,603.0,133.4403
2516,1100.0,LOAD15,258.0,-11.1451
2517,1100.0,LOAD3,372.0,-6.019
2518,1100.0,LOAD18,2390.0,211.5361
2519,1100.0,LOAD14,15.0,-0.10308
2520,1100.0,LOAD4,889.0,172.2393
2521,1100.0,LOAD2,2616.0,-13.3915
2522,1100.0,LOAD17,5273.0,189.8883
2523,1100.0,LOAD10,25.0,-2.5649
2524,1100.0,LOAD7,757.0,6.1464
2525,1100.0,LOAD23,227.0,-26.7106
2526,1100.0,LOAD13,632.0,112.1826
2527,1100.0,LOAD20,187.0,-5.6442
2528,1100.0,LOAD8,469.0,-18.9515
2529,1100.0,LOAD5,723.0,222.2772
2530,1110.0,LOAD8,278.0,158.2167
2531,1110.0,LOAD14,15.0,-0.10308
2532,1110.0,LOAD22,1011.0,-36.0515
2533,1110.0,LOAD6,2935.0,185.2968
2534,1110.0,LOAD1,7413.0,141.6459
2535,1110.0,LOAD15,2224.0,-11.1451
2536,1110.0,LOAD3,410.0,-20.1431
2537,1110.0,LOAD4,901.0,216.8895
2538,1110.0,LOAD18,717.0,412.4984
2539,1110.0,LOAD21,749.0,161.206
2540,1110.0,LOAD12,1053.0,-52.7386
2541,1110.0,LOAD5,1107.0,213.7276
2542,1110.0,LOAD13,462.0,52.9529
2543,1110.0,LOAD16,2636.0,199.6915
2544,1110.0,LOAD11,377.0,34.9554
2545,1110.0,LOAD9,4592.24,-17.8087
2546,1110.0,LOAD20,492.0,-28.4249
2547,1110.0,LOAD19,1235.0,163.8235
2548,1110.0,LOAD17,7413.0,141.6459
2549,1110.0,LOAD10,25.0,-2.5649
2550,1110.0,LOAD2,2767.0,109.4524
2551,1110.0,LOAD7,891.0,6.1464
2552,1110.0,LOAD23,690.0,193.5491
2553,1120.0,LOAD21,799.0,161.206
2554,1120.0,LOAD18,817.0,412.4984
2555,1120.0,LOAD14,15.0,-0.10308
2556,1120.0,LOAD13,423.0,-10.6869
2557,1120.0,LOAD16,1356.0,381.956
2558,1120.0,LOAD11,484.0,34.9554
2559,1120.0,LOAD19,1385.0,100.5492
2560,1120.0,LOAD4,782.0,219.0268
2561,1120.0,LOAD7,891.0,6.1464
2562,1120.0,LOAD5,3310.0,246.3339
2563,1120.0,LOAD12,995.0,-58.206
2564,1120.0,LOAD3,377.0,-8.7527
2565,1120.0,LOAD1,5481.0,158.048
2566,1120.0,LOAD20,1096.0,240.2656
2567,1120.0,LOAD6,428.0,34.0785
2568,1120.0,LOAD8,544.0,158.2167
2569,1120.0,LOAD2,3085.0,342.2558
2570,1120.0,LOAD15,2379.0,-24.8135
2571,1120.0,LOAD17,5481.0,158.048
2572,1120.0,LOAD22,5608.0,897.5005
2573,1120.0,LOAD23,690.0,193.5491
2574,1120.0,LOAD10,45.0,-11.6771
2575,1120.0,LOAD9,935.0,-28.7434
2576,1130.0,LOAD3,507.0,206.38
2577,1130.0,LOAD9,881.0,-28.7434
2578,1130.0,LOAD17,2214.0,262.2418
2579,1130.0,LOAD1,2214.0,262.2418
2580,1130.0,LOAD5,828.0,293.0575
2581,1130.0,LOAD8,522.0,161.3515
2582,1130.0,LOAD11,675.0,34.9554
2583,1130.0,LOAD23,762.0,-77.6267
2584,1130.0,LOAD18,798.0,416.0608
2585,1130.0,LOAD4,676.0,-31.4428
2586,1130.0,LOAD12,3347.0,127.6652
2587,1130.0,LOAD14,135.0,151.7553
2588,1130.0,LOAD2,3163.0,341.517
2589,1130.0,LOAD15,2339.0,-6.589
2590,1130.0,LOAD13,305.0,-2.4224
2591,1130.0,LOAD10,241.0,-40.8364
2592,1130.0,LOAD21,857.0,201.1319
2593,1130.0,LOAD7,1061.0,14.6959
2594,1130.0,LOAD6,2383.0,0.81875
2595,1130.0,LOAD20,740.0,240.2656
2596,1130.0,LOAD16,123.0,43.8908
2597,1130.0,LOAD19,1152.0,108.6712
2598,1130.0,LOAD22,5528.0,871.7048
2599,1140.0,LOAD13,415.0,-2.4224
2600,1140.0,LOAD20,835.0,234.4235
2601,1140.0,LOAD21,857.0,201.1319
2602,1140.0,LOAD18,2738.0,379.6117
2603,1140.0,LOAD15,2370.0,-4.3355
2604,1140.0,LOAD17,2214.0,262.2418
2605,1140.0,LOAD9,639.0,-23.2761
2606,1140.0,LOAD3,501.0,209.1137
2607,1140.0,LOAD22,3203.0,-32.6879
2608,1140.0,LOAD2,3201.0,338.7833
2609,1140.0,LOAD1,2214.0,262.2418
2610,1140.0,LOAD23,592.0,-77.6267
2611,1140.0,LOAD11,4893.0,-1.4936
2612,1140.0,LOAD14,135.0,151.7553
2613,1140.0,LOAD19,986.0,104.254
2614,1140.0,LOAD7,3051.0,9.2285
2615,1140.0,LOAD10,221.0,-31.7241
2616,1140.0,LOAD5,808.0,293.0575
2617,1140.0,LOAD16,2946.0,206.2748
2618,1140.0,LOAD4,876.0,-31.4428
2619,1140.0,LOAD12,1482.0,165.0255
2620,1140.0,LOAD6,438.0,44.3924
2621,1140.0,LOAD8,300.0,-26.1024
2622,1150.0,LOAD2,3203.0,338.7833
2623,1150.0,LOAD18,899.0,136.6497
2624,1150.0,LOAD6,528.0,47.1261
2625,1150.0,LOAD17,2034.0,34.4542
2626,1150.0,LOAD8,2378.0,-20.7667
2627,1150.0,LOAD22,3161.0,-55.4686
2628,1150.0,LOAD7,3061.0,9.2285
2629,1150.0,LOAD4,828.0,-64.2469
2630,1150.0,LOAD10,376.0,-33.8615
2631,1150.0,LOAD15,2256.0,-4.0241
2632,1150.0,LOAD14,135.0,151.7553
2633,1150.0,LOAD21,969.0,-32.9612
2634,1150.0,LOAD20,1130.0,444.569
2635,1150.0,LOAD5,751.0,296.2468
2636,1150.0,LOAD1,2034.0,34.4542
2637,1150.0,LOAD12,1391.0,-81.8752
2638,1150.0,LOAD3,351.0,-6.019
2639,1150.0,LOAD23,762.0,-77.6267
2640,1150.0,LOAD9,3282.0,-31.4771
2641,1150.0,LOAD13,364.0,-7.1246
2642,1150.0,LOAD19,1148.0,329.169
2643,1150.0,LOAD16,3022.0,237.8533
2644,1150.0,LOAD11,2397.0,-4.2273
2645,1160.0,LOAD23,795.0,-82.329
2646,1160.0,LOAD16,3222.0,328.976
2647,1160.0,LOAD4,2826.0,-36.9101
2648,1160.0,LOAD6,678.0,277.1918
2649,1160.0,LOAD21,2754.0,-22.3641
2650,1160.0,LOAD14,135.0,151.7553
2651,1160.0,LOAD15,1862.0,-6.7578
2652,1160.0,LOAD11,897.0,334.9346
2653,1160.0,LOAD2,1084.0,136.3054
2654,1160.0,LOAD12,1793.0,-75.4966
2655,1160.0,LOAD19,1008.0,329.169
2656,1160.0,LOAD18,308.0,136.6497
2657,1160.0,LOAD13,534.0,195.3533
2658,1160.0,LOAD10,370.0,-31.1278
2659,1160.0,LOAD9,3513.0,-31.4771
2660,1160.0,LOAD20,860.0,204.1265
2661,1160.0,LOAD17,3954.0,-1.9949
2662,1160.0,LOAD5,469.0,43.1494
2663,1160.0,LOAD22,1855.0,363.2402
2664,1160.0,LOAD1,3954.0,-1.9949
2665,1160.0,LOAD8,1331.0,383.1583
2666,1160.0,LOAD7,3333.0,14.6959
2667,1160.0,LOAD3,252.0,-8.7527
2668,1170.0,LOAD6,2667.0,240.7427
2669,1170.0,LOAD18,158.0,68.3077
2670,1170.0,LOAD14,135.0,151.7553
2671,1170.0,LOAD20,780.0,204.1265
2672,1170.0,LOAD22,3757.0,363.2402
2673,1170.0,LOAD8,1331.0,383.1583
2674,1170.0,LOAD9,4612.0,-31.4771
2675,1170.0,LOAD12,3115.0,-117.413
2676,1170.0,LOAD19,1260.0,301.6489
2677,1170.0,LOAD23,1108.0,-80.6191
2678,1170.0,LOAD17,2254.0,134.6891
2679,1170.0,LOAD1,2254.0,134.6891
2680,1170.0,LOAD10,391.0,-56.5105
2681,1170.0,LOAD13,564.0,231.8023
2682,1170.0,LOAD3,262.0,-8.7527
2683,1170.0,LOAD2,1072.0,130.8381
2684,1170.0,LOAD4,22.0,-2.2799
2685,1170.0,LOAD5,479.0,38.0306
2686,1170.0,LOAD16,641.0,129.0594
2687,1170.0,LOAD21,1074.0,-27.8315
2688,1170.0,LOAD15,1556.0,-4.0241
2689,1170.0,LOAD11,550.0,266.5926
2690,1170.0,LOAD7,1177.0,9.2285
2691,1180.0,LOAD3,159.0,-11.942
2692,1180.0,LOAD15,1435.0,-4.0241
2693,1180.0,LOAD11,701.0,266.5926
2694,1180.0,LOAD21,867.0,181.6852
2695,1180.0,LOAD7,957.0,-24.3087
2696,1180.0,LOAD5,487.0,38.0306
2697,1180.0,LOAD1,2254.0,134.6891
2698,1180.0,LOAD19,695.0,86.6185
2699,1180.0,LOAD13,563.0,220.8676
2700,1180.0,LOAD20,747.0,-86.6381
2701,1180.0,LOAD17,2254.0,134.6891
2702,1180.0,LOAD14,15.0,-0.10308
2703,1180.0,LOAD12,3143.0,-95.5436
2704,1180.0,LOAD4,218.0,-21.8749
2705,1180.0,LOAD2,1032.0,130.8381
2706,1180.0,LOAD23,3250.0,147.1686
2707,1180.0,LOAD8,611.0,18.6675
2708,1180.0,LOAD16,441.0,-14.7493
2709,1180.0,LOAD9,3774.0,-31.4771
2710,1180.0,LOAD22,1173.0,-97.7619
2711,1180.0,LOAD18,8.0,-0.034361
2712,1180.0,LOAD6,2343.0,12.9551
2713,1180.0,LOAD10,471.0,-65.6228
2714,1190.0,LOAD3,2543.0,-7.2398
2715,1190.0,LOAD4,371.0,-61.8372
2716,1190.0,LOAD12,1035.0,90.3467
2717,1190.0,LOAD16,395.5,-40.1617
2718,1190.0,LOAD9,4975.0,-23.2761
2719,1190.0,LOAD17,2104.0,66.3471
2720,1190.0,LOAD10,2318.0,-25.6605
2721,1190.0,LOAD1,2104.0,66.3471
2722,1190.0,LOAD11,871.0,195.5169
2723,1190.0,LOAD5,501.0,40.7643
2724,1190.0,LOAD13,2411.0,-18.0593
2725,1190.0,LOAD21,816.0,195.0705
2726,1190.0,LOAD6,695.0,154.1953
2727,1190.0,LOAD7,1087.0,-24.3087
2728,1190.0,LOAD18,8.0,-0.034361
2729,1190.0,LOAD23,1083.0,147.1686
2730,1190.0,LOAD20,1092.0,-81.6509
2731,1190.0,LOAD14,15.0,-0.10308
2732,1190.0,LOAD8,759.0,24.1348
2733,1190.0,LOAD19,649.0,168.573
2734,1190.0,LOAD2,1170.0,7.9942
2735,1190.0,LOAD15,1015.0,-4.0241
2736,1190.0,LOAD22,953.0,-102.0367
2737,1200.0,LOAD20,914.0,-87.1182
2738,1200.0,LOAD23,883.0,147.1686
2739,1200.0,LOAD3,2529.0,-7.2398
2740,1200.0,LOAD18,8.0,-0.034361
2741,1200.0,LOAD1,1954.0,-1.9949
2742,1200.0,LOAD10,1371.0,639.6264
2743,1200.0,LOAD5,374.0,45.7515
2744,1200.0,LOAD4,475.0,-61.5313
2745,1200.0,LOAD14,15.0,-0.10308
2746,1200.0,LOAD16,387.5,-36.5168
2747,1200.0,LOAD8,830.0,31.6869
2748,1200.0,LOAD13,4047.61,18.3897
2749,1200.0,LOAD22,859.0,-113.8826
2750,1200.0,LOAD17,1954.0,-1.9949
2751,1200.0,LOAD11,993.0,220.5893
2752,1200.0,LOAD2,1190.0,7.9942
2753,1200.0,LOAD19,549.0,168.573
2754,1200.0,LOAD15,58.0,-1.6018
2755,1200.0,LOAD6,628.0,85.8533
2756,1200.0,LOAD12,1360.0,176.5968
2757,1200.0,LOAD7,1087.0,-24.3087
2758,1200.0,LOAD21,901.0,185.9582
2759,1200.0,LOAD9,2384.0,-93.9207
2760,1210.0,LOAD20,1094.0,-87.1182
2761,1210.0,LOAD1,21.0,-1.9949
2762,1210.0,LOAD19,509.0,160.4509
2763,1210.0,LOAD22,909.0,-26.5167
2764,1210.0,LOAD23,528.0,172.4783
2765,1210.0,LOAD6,508.0,92.6121
2766,1210.0,LOAD21,1108.0,-8.1856
2767,1210.0,LOAD13,952.0,12.5476
2768,1210.0,LOAD10,1365.0,642.3601
2769,1210.0,LOAD11,423.0,20.8451
2770,1210.0,LOAD17,21.0,-1.9949
2771,1210.0,LOAD16,402.0,-1.2461
2772,1210.0,LOAD12,912.0,176.5968
2773,1210.0,LOAD14,67.0,-0.10308
2774,1210.0,LOAD3,366.0,207.893
2775,1210.0,LOAD4,2294.0,-50.7283
2776,1210.0,LOAD8,1203.0,115.2575
2777,1210.0,LOAD5,476.0,37.575
2778,1210.0,LOAD7,1059.0,-24.3087
2779,1210.0,LOAD15,307.0,221.1986
2780,1210.0,LOAD2,1278.0,13.4615
2781,1210.0,LOAD9,2522.0,127.4884
2782,1210.0,LOAD18,8.0,-0.034361
2783,1220.0,LOAD13,893.0,10.8712
2784,1220.0,LOAD12,763.0,369.7351
2785,1220.0,LOAD9,2400.0,156.6476
2786,1220.0,LOAD19,353.0,-39.2933
2787,1220.0,LOAD17,21.0,-1.9949
2788,1220.0,LOAD7,867.0,-18.8413
2789,1220.0,LOAD21,976.0,-2.7183
2790,1220.0,LOAD11,548.0,20.8451
2791,1220.0,LOAD22,1016.0,38.5573
2792,1220.0,LOAD3,399.0,203.1907
2793,1220.0,LOAD1,21.0,-1.9949
2794,1220.0,LOAD10,691.0,275.1356
2795,1220.0,LOAD16,362.0,-10.3583
2796,1220.0,LOAD5,581.0,270.3498
2797,1220.0,LOAD23,678.0,195.259
2798,1220.0,LOAD4,1193.0,362.0575
2799,1220.0,LOAD2,1193.0,5.3395
2800,1220.0,LOAD20,795.0,-44.7217
2801,1220.0,LOAD8,3155.0,-26.8412
2802,1220.0,LOAD18,8.0,-0.034361
2803,1220.0,LOAD14,212.0,-3.2924
2804,1220.0,LOAD6,2928.0,18.9979
2805,1220.0,LOAD15,322.0,214.3644
2806,1230.0,LOAD17,21.0,-1.9949
2807,1230.0,LOAD20,663.0,-39.2543
2808,1230.0,LOAD23,1296.0,195.259
2809,1230.0,LOAD14,239.0,-13.9793
2810,1230.0,LOAD12,680.0,369.7351
2811,1230.0,LOAD8,891.0,-26.8412
2812,1230.0,LOAD11,1097.0,23.5788
2813,1230.0,LOAD5,581.0,244.5124
2814,1230.0,LOAD1,21.0,-1.9949
2815,1230.0,LOAD9,2054.0,165.0701
2816,1230.0,LOAD19,396.0,-43.7106
2817,1230.0,LOAD22,1128.0,38.5573
2818,1230.0,LOAD2,13.0,-0.46184
2819,1230.0,LOAD18,68.0,-0.034361
2820,1230.0,LOAD16,398.0,-8.3635
2821,1230.0,LOAD21,997.0,6.1162
2822,1230.0,LOAD15,322.0,214.3644
2823,1230.0,LOAD3,183.0,-9.2083
2824,1230.0,LOAD7,773.0,-27.3909
2825,1230.0,LOAD4,1202.0,357.957
2826,1230.0,LOAD10,751.0,275.1356
2827,1230.0,LOAD6,3108.0,246.7855
2828,1230.0,LOAD13,2745.0,-25.5779
2829,1240.0,LOAD12,424.0,-7.1773
2830,1240.0,LOAD1,21.0,-1.9949
2831,1240.0,LOAD7,771.0,-26.4796
2832,1240.0,LOAD8,955.0,-42.4973
2833,1240.0,LOAD13,2707.0,-24.4379
2834,1240.0,LOAD14,555.0,-1.936
2835,1240.0,LOAD23,848.0,-6.6971
2836,1240.0,LOAD20,743.0,-39.2543
2837,1240.0,LOAD22,1143.0,33.2681
2838,1240.0,LOAD16,409.0,-19.2982
2839,1240.0,LOAD5,781.0,497.6098
2840,1240.0,LOAD6,2944.0,218.1456
2841,1240.0,LOAD15,322.0,214.3644
2842,1240.0,LOAD19,157.0,-28.0364
2843,1240.0,LOAD2,13.0,-0.46184
2844,1240.0,LOAD18,238.0,215.0984
2845,1240.0,LOAD4,402.0,-6.5337
2846,1240.0,LOAD3,148.0,-9.2083
2847,1240.0,LOAD9,754.0,-62.7175
2848,1240.0,LOAD21,2660.0,6.1162
2849,1240.0,LOAD11,998.0,18.1115
2850,1240.0,LOAD17,21.0,-1.9949
2851,1240.0,LOAD10,635.0,214.595
2852,1250.0,LOAD16,571.0,209.6053
2853,1250.0,LOAD22,1349.0,62.4274
2854,1250.0,LOAD1,21.0,-1.9949
2855,1250.0,LOAD19,151.0,-25.3027
2856,1250.0,LOAD6,512.0,-9.642
2857,1250.0,LOAD11,1318.0,18.1115
2858,1250.0,LOAD20,933.0,-39.2543
2859,1250.0,LOAD7,939.0,-26.4796
2860,1250.0,LOAD4,402.0,-6.5337
2861,1250.0,LOAD14,634.0,155.7646
2862,1250.0,LOAD23,673.0,-6.6971
2863,1250.0,LOAD5,696.0,295.6596
2864,1250.0,LOAD15,447.0,214.3644
2865,1250.0,LOAD10,1077.0,299.733
2866,1250.0,LOAD13,1077.0,325.6587
2867,1250.0,LOAD3,287.0,-20.4652
2868,1250.0,LOAD18,238.0,215.0984
2869,1250.0,LOAD9,730.0,-68.1849
2870,1250.0,LOAD8,891.0,-42.4973
2871,1250.0,LOAD12,911.0,-9.9109
2872,1250.0,LOAD17,21.0,-1.9949
2873,1250.0,LOAD21,1019.0,203.1268
2874,1250.0,LOAD2,13.0,-0.46184
2875,1260.0,LOAD18,238.0,215.0984
2876,1260.0,LOAD1,358.0,225.7927
2877,1260.0,LOAD13,858.0,263.6953
2878,1260.0,LOAD8,989.0,129.2035
2879,1260.0,LOAD21,993.0,203.1268
2880,1260.0,LOAD4,312.0,283.724
2881,1260.0,LOAD10,667.0,165.0366
2882,1260.0,LOAD14,562.0,155.7646
2883,1260.0,LOAD15,267.0,-13.4232
2884,1260.0,LOAD2,173.0,202.016
2885,1260.0,LOAD7,575.0,-17.4572
2886,1260.0,LOAD12,1171.0,-15.3783
2887,1260.0,LOAD22,1333.0,33.2681
2888,1260.0,LOAD5,738.0,309.328
2889,1260.0,LOAD23,783.0,-6.6971
2890,1260.0,LOAD16,517.0,192.292
2891,1260.0,LOAD11,736.0,20.1063
2892,1260.0,LOAD19,136.0,-18.4685
2893,1260.0,LOAD17,358.0,225.7927
2894,1260.0,LOAD9,720.0,-68.1849
2895,1260.0,LOAD6,499.0,-6.9084
2896,1260.0,LOAD20,643.0,-16.4736
2897,1260.0,LOAD3,292.0,-20.4652
2898,1270.0,LOAD23,893.0,-6.6971
2899,1270.0,LOAD12,1461.0,-68.2295
2900,1270.0,LOAD6,239.0,-6.1923
2901,1270.0,LOAD2,313.0,328.5647
2902,1270.0,LOAD10,572.0,-38.4548
2903,1270.0,LOAD13,1029.0,257.8531
2904,1270.0,LOAD7,643.0,10.6127
2905,1270.0,LOAD22,3138.0,870.3419
2906,1270.0,LOAD19,228.0,-18.4685
2907,1270.0,LOAD17,426.0,220.378
2908,1270.0,LOAD20,968.0,198.6591
2909,1270.0,LOAD4,727.0,334.2934
2910,1270.0,LOAD8,902.0,154.0689
2911,1270.0,LOAD16,2333.0,165.8664
2912,1270.0,LOAD1,426.0,220.378
2913,1270.0,LOAD11,790.0,222.5842
2914,1270.0,LOAD3,242.0,-20.4652
2915,1270.0,LOAD21,947.0,203.1268
2916,1270.0,LOAD15,246.0,-13.4232
2917,1270.0,LOAD14,514.0,150.2973
2918,1270.0,LOAD5,380.0,11.2574
2919,1270.0,LOAD18,238.0,215.0984
2920,1270.0,LOAD9,860.0,-68.1849
2921,1280.0,LOAD9,695.0,-73.1721
2922,1280.0,LOAD6,406.0,25.6369
2923,1280.0,LOAD17,444.0,220.378
2924,1280.0,LOAD20,1218.0,439.1016
2925,1280.0,LOAD11,1054.0,190.0495
2926,1280.0,LOAD16,2143.0,-22.9431
2927,1280.0,LOAD3,2541.0,-20.4652
2928,1280.0,LOAD19,459.0,208.8635
2929,1280.0,LOAD22,3270.0,926.6598
2930,1280.0,LOAD8,951.0,159.5363
2931,1280.0,LOAD1,444.0,220.378
2932,1280.0,LOAD21,865.0,183.2844
2933,1280.0,LOAD15,2646.0,-16.1569
2934,1280.0,LOAD7,897.0,8.6178
2935,1280.0,LOAD4,434.0,210.0762
2936,1280.0,LOAD2,313.0,328.5647
2937,1280.0,LOAD14,403.0,308.5879
2938,1280.0,LOAD10,628.0,-34.0639
2939,1280.0,LOAD5,440.0,11.2574
2940,1280.0,LOAD23,1133.0,-6.6971
2941,1280.0,LOAD13,635.0,-12.9668
2942,1280.0,LOAD18,238.0,215.0984
2943,1280.0,LOAD12,1477.0,-68.2295
2944,1290.0,LOAD5,372.0,-1.8519
2945,1290.0,LOAD6,372.0,22.9032
2946,1290.0,LOAD16,2209.0,-25.6768
2947,1290.0,LOAD4,412.0,210.0762
2948,1290.0,LOAD19,567.0,422.6527
2949,1290.0,LOAD22,3080.0,920.2812
2950,1290.0,LOAD23,933.0,-6.6971
2951,1290.0,LOAD11,1024.0,190.0495
2952,1290.0,LOAD18,68.0,-0.034361
2953,1290.0,LOAD7,1416.0,28.102
2954,1290.0,LOAD12,1339.0,-9.9109
2955,1290.0,LOAD9,434.0,-39.0256
2956,1290.0,LOAD10,125.0,-2.5649
2957,1290.0,LOAD14,534.0,311.7772
2958,1290.0,LOAD15,203.0,-9.3227
2959,1290.0,LOAD20,1282.0,428.1669
2960,1290.0,LOAD1,460.0,223.7978
2961,1290.0,LOAD8,1101.0,159.5363
2962,1290.0,LOAD17,460.0,223.7978
2963,1290.0,LOAD21,931.0,183.2844
2964,1290.0,LOAD2,443.0,493.078
2965,1290.0,LOAD3,402.0,195.1231
2966,1290.0,LOAD13,655.0,-12.9668
2967,1300.0,LOAD23,811.0,-4.9872
2968,1300.0,LOAD10,125.0,-2.5649
2969,1300.0,LOAD8,480.0,-12.1645
2970,1300.0,LOAD12,23.0,-4.4436
2971,1300.0,LOAD6,514.0,20.3647
2972,1300.0,LOAD9,316.0,-21.2567
2973,1300.0,LOAD5,379.0,-5.0412
2974,1300.0,LOAD14,414.0,159.9188
2975,1300.0,LOAD15,263.0,-9.3227
2976,1300.0,LOAD21,1081.0,160.5037
2977,1300.0,LOAD11,1084.0,217.1169
2978,1300.0,LOAD3,356.0,200.4571
2979,1300.0,LOAD16,2119.0,1.4876
2980,1300.0,LOAD4,160.0,-23.2417
2981,1300.0,LOAD1,580.0,223.7978
2982,1300.0,LOAD22,725.0,8.7729
2983,1300.0,LOAD19,677.0,406.9786
2984,1300.0,LOAD18,68.0,-0.034361
2985,1300.0,LOAD17,580.0,223.7978
2986,1300.0,LOAD13,679.0,-12.9668
2987,1300.0,LOAD7,1013.0,28.102
2988,1300.0,LOAD20,1162.0,213.0341
2989,1300.0,LOAD2,283.0,290.6001
2990,1310.0,LOAD7,1220.0,22.6347
2991,1310.0,LOAD20,815.0,218.8763
2992,1310.0,LOAD18,68.0,-0.034361
2993,1310.0,LOAD14,706.0,154.4514
2994,1310.0,LOAD1,520.0,-9.4045
2995,1310.0,LOAD19,517.0,204.5007
2996,1310.0,LOAD5,418.0,-2.3075
2997,1310.0,LOAD13,458.0,-8.2646
2998,1310.0,LOAD15,56.0,-1.6018
2999,1310.0,LOAD16,3005.0,458.0123
3000,1310.0,LOAD12,203.0,223.344
3001,1310.0,LOAD21,840.0,-22.1318
3002,1310.0,LOAD11,1394.0,219.8506
3003,1310.0,LOAD9,295.0,-18.2643
3004,1310.0,LOAD8,519.0,-12.1645
3005,1310.0,LOAD23,907.0,-6.6971
3006,1310.0,LOAD2,283.0,290.6001
3007,1310.0,LOAD17,520.0,-9.4045
3008,1310.0,LOAD6,724.0,248.1523
3009,1310.0,LOAD3,126.0,-14.6757
3010,1310.0,LOAD10,125.0,-2.5649
3011,1310.0,LOAD22,795.0,4.4981
3012,1310.0,LOAD4,165.0,-18.682
3013,1320.0,LOAD21,704.0,-5.7297
3014,1320.0,LOAD15,56.0,-1.6018
3015,1320.0,LOAD5,479.0,3.64
3016,1320.0,LOAD20,675.0,-21.5662
3017,1320.0,LOAD14,2871.0,17.5873
3018,1320.0,LOAD4,175.0,-5.0136
3019,1320.0,LOAD16,3203.0,431.5867
3020,1320.0,LOAD19,397.0,-23.2869
3021,1320.0,LOAD22,506.0,7.6874
3022,1320.0,LOAD23,1287.0,474.1878
3023,1320.0,LOAD8,459.0,-12.1645
3024,1320.0,LOAD7,549.0,28.102
3025,1320.0,LOAD10,125.0,-2.5649
3026,1320.0,LOAD12,203.0,223.344
3027,1320.0,LOAD2,283.0,290.6001
3028,1320.0,LOAD9,355.0,-18.2643
3029,1320.0,LOAD3,23.0,-4.0505
3030,1320.0,LOAD17,833.0,-9.4045
3031,1320.0,LOAD13,626.0,-8.2646
3032,1320.0,LOAD1,833.0,-9.4045
3033,1320.0,LOAD6,204.0,226.1515
3034,1320.0,LOAD11,1403.0,228.0516
3035,1320.0,LOAD18,68.0,-0.034361
3036,1330.0,LOAD13,694.0,-13.7319
3037,1330.0,LOAD18,68.0,-0.034361
3038,1330.0,LOAD15,56.0,-1.6018
3039,1330.0,LOAD21,753.0,-5.7297
3040,1330.0,LOAD4,140.0,-15.0371
3041,1330.0,LOAD19,354.0,-18.8697
3042,1330.0,LOAD20,590.0,-21.5662
3043,1330.0,LOAD2,283.0,290.6001
3044,1330.0,LOAD9,383.0,-44.6899
3045,1330.0,LOAD16,2451.0,229.2752
3046,1330.0,LOAD11,1361.0,228.0516
3047,1330.0,LOAD5,489.0,3.64
3048,1330.0,LOAD12,23.0,-4.4436
3049,1330.0,LOAD14,803.0,17.5873
3050,1330.0,LOAD23,1261.0,474.1878
3051,1330.0,LOAD17,675.0,-14.8719
3052,1330.0,LOAD6,24.0,-1.6361
3053,1330.0,LOAD10,125.0,-2.5649
3054,1330.0,LOAD22,523.0,10.9013
3055,1330.0,LOAD1,675.0,-14.8719
3056,1330.0,LOAD8,581.0,-17.6319
3057,1330.0,LOAD7,517.0,-61.8414
3058,1330.0,LOAD3,23.0,-4.0505
3059,1340.0,LOAD2,283.0,290.6001
3060,1340.0,LOAD11,721.0,-9.6947
3061,1340.0,LOAD23,792.0,225.7927
3062,1340.0,LOAD8,276.0,-17.6319
3063,1340.0,LOAD9,548.0,183.0977
3064,1340.0,LOAD5,812.0,253.6552
3065,1340.0,LOAD22,24.0,-1.528
3066,1340.0,LOAD12,23.0,-4.4436
3067,1340.0,LOAD15,56.0,-1.6018
3068,1340.0,LOAD7,503.0,15.6071
3069,1340.0,LOAD6,24.0,-1.6361
3070,1340.0,LOAD3,23.0,-4.0505
3071,1340.0,LOAD17,625.0,-14.8719
3072,1340.0,LOAD1,625.0,-14.8719
3073,1340.0,LOAD4,195.0,-28.7055
3074,1340.0,LOAD14,667.0,17.5873
3075,1340.0,LOAD18,68.0,-0.034361
3076,1340.0,LOAD10,125.0,-2.5649
3077,1340.0,LOAD13,4271.61,-18.4342
3078,1340.0,LOAD16,2521.0,220.163
3079,1340.0,LOAD20,600.0,-21.5662
3080,1340.0,LOAD21,713.0,12.4948
3081,1340.0,LOAD19,423.0,-31.1712
3082,1350.0,LOAD13,1018.0,188.746
3083,1350.0,LOAD11,768.0,15.3778
3084,1350.0,LOAD9,620.0,177.6304
3085,1350.0,LOAD6,24.0,-1.6361
3086,1350.0,LOAD4,219.0,-34.1728
3087,1350.0,LOAD19,423.0,-31.1712
3088,1350.0,LOAD8,2971.0,-57.2702
3089,1350.0,LOAD2,53.0,-0.46184
3090,1350.0,LOAD3,23.0,-4.0505
3091,1350.0,LOAD17,825.0,-12.877
3092,1350.0,LOAD1,825.0,-12.877
3093,1350.0,LOAD23,595.0,-13.3852
